,name,id,cv_gt,cv_gk,cv_tk,cv_gtk,tv_gt,tv_gk,tv_tk,tv_gtk,cv_gtkn,cv_gtky,cv_gtkd
11897,Strania: The Stella Machina,34342,0,0,0,0,0,0,0,0,0,0,0
11898,Creepy Tale 2,154262,1,0,1,0,0,0,1,1,0,0,0
11899,24 Hours,32489,0,0,0,0,0,0,0,0,0,0,0
11900,Cardinal Quest 2,35050,0,0,0,1,0,1,0,1,1,1,1
11901,Sakura Beach,35040,0,0,0,0,0,0,0,0,0,0,0
11902,The one who pulls out the sword will be crowned king,191888,0,0,0,0,0,0,0,0,0,0,0
11903,Legions of Ashworld,17575,0,1,0,0,0,1,0,0,0,0,0
11904,360 No Scope Arena,104905,0,0,0,0,0,0,0,0,0,0,0
11905,Ubermosh Vol.5,38808,0,0,0,0,0,0,0,0,0,0,0
11906,Don't Touch the Walls,86439,0,0,0,0,0,0,0,0,0,0,0
11907,DGU: Death God University,35689,0,0,0,0,0,0,0,0,0,0,0
11908,Heroes of Might and Magic II: The Price of Loyalty,7742,0,0,0,0,0,0,0,0,0,0,0
11909,Syrian Warfare,32461,1,0,0,1,0,1,0,1,1,1,1
11910,The Banner Saga 2,8288,1,2,2,2,1,1,2,1,2,2,2
11911,If My Heart Had Wings,17906,0,2,1,2,0,2,1,1,2,2,2
11912,Idol Manager,95215,0,0,0,0,0,0,0,0,0,0,0
11913,Bullet Soul,27677,1,0,0,0,1,0,0,0,0,0,0
11914,Potion Permit,155706,0,1,0,2,0,0,0,2,2,2,2
11915,Dracula 3: The Path of the Dragon,9093,0,0,1,1,1,0,1,1,1,1,1
11916,Shrine of the God-Ape,120128,0,0,0,0,0,0,0,0,0,0,0
11917,12 Labours of Hercules III: Girl Power,35494,5,6,6,6,2,6,6,6,6,6,6
11918,LEGO Marvel's Avengers,11069,0,0,0,0,0,0,0,0,0,0,0
11919,Zomborg,75006,0,0,0,0,0,0,0,0,0,0,0
11920,Factory Engineer,31796,1,1,0,1,1,1,0,1,1,1,1
11921,Evoland 2,11798,0,0,0,0,0,0,0,0,0,0,0
11922,Tony Tough and the Night of Roasted Moths,10792,0,0,0,0,0,0,0,1,0,0,0
11923,Nancy Drew: The Silent Spy,29927,0,2,3,2,0,3,3,3,2,2,2
11924,Dino Dini's Kick Off Revival,19591,0,3,1,4,0,2,1,2,4,4,4
11925,Steep,19554,0,0,2,3,0,1,2,1,0,2,2
11926,Don Bradman Cricket 17,26748,0,0,0,0,0,0,0,0,0,0,0
11927,Space Trader: Merchant Marine,29191,0,0,1,0,0,0,1,0,0,0,0
11928,Star Wars: Galactic Battlegrounds - Clone Campaigns,140,1,1,1,1,1,1,1,1,1,1,1
11929,Quantic Pinball,29831,0,0,0,0,0,0,0,0,0,0,0
11930,Zup! 5,38784,0,0,0,0,0,0,0,0,0,0,0
11931,Art of Murder: Deadly Secrets,105439,0,1,1,1,0,1,1,1,1,1,1
11932,Vector 36,14412,1,0,1,1,0,0,1,1,1,1,1
11933,Unepic,3018,1,2,1,2,1,1,1,1,2,2,2
11934,Iron Fisticle,17529,0,0,0,0,0,0,0,0,0,0,0
11935,SoulCalibur VI,76885,0,2,2,2,0,3,2,3,2,2,2
11936,mini PVP,118088,0,0,0,0,0,0,0,0,0,0,0
11937,Universe at War: Earth Assault,7230,0,0,0,0,0,0,0,0,0,0,0
11938,Barro,95668,0,0,0,0,0,0,0,0,0,0,0
11939,Family Park,113217,0,0,0,0,0,0,0,0,0,0,0
11940,Tokaido,24280,0,0,0,0,0,0,0,0,0,0,0
11941,Unforgiving - A Northern Hymn,75496,2,0,1,1,2,0,1,1,1,1,1
11942,Last Dream,16883,1,1,0,1,1,1,0,1,1,1,1
11943,mr.President Prologue,31208,0,0,0,0,0,0,0,0,0,0,0
11944,A.I. Invasion,34855,0,0,0,0,0,0,0,0,0,0,0
11945,Virtua Fighter 2,1547,0,0,0,0,0,0,0,0,0,0,0
11946,Twisted Metal,4695,1,1,1,1,1,1,1,1,1,1,1
11947,Galaxy Union,35402,0,0,0,0,0,0,0,0,0,0,0
11948,Chronicle of Innsmouth,28527,1,0,0,1,1,0,0,1,1,1,1
11949,Infectonator 3: Apocalypse,76039,0,0,0,0,0,0,0,0,0,0,0
11950,Iced,29854,0,0,0,0,0,0,0,0,0,0,0
11951,Oddworld: Munch's Oddysee,1001,1,0,0,0,1,0,0,0,0,0,0
11952,Voidship: The Long Journey,109671,1,0,1,0,1,0,1,0,0,0,0
11953,LEGO Island 2: The Brickster's Revenge,5616,0,0,0,0,0,0,0,0,0,0,0
11954,Another Star,35545,1,1,0,1,1,1,0,1,1,1,1
11955,Save me Mr Tako: Tasukete Tako-San,55175,0,4,3,4,1,3,3,2,3,3,3
11956,Prime Mover,100491,0,0,1,0,1,0,1,0,0,0,0
11957,Mythos: The Beginning,36206,0,0,0,0,0,0,0,0,0,0,0
11958,Quake III Arena,355,0,4,4,4,0,3,4,3,3,4,4
11959,MotoGP 13,7450,1,1,1,1,1,1,1,1,1,1,1
11960,Wild Animal Sports Day,86346,0,0,0,0,0,0,0,0,0,0,0
11961,Ever17: The Out of Infinity,18037,1,0,0,0,0,2,0,1,0,0,0
11962,The Elder Scrolls V: Skyrim - Anniversary Edition,165192,0,0,0,0,0,0,0,0,0,0,0
11963,Tales of the Black Forest,119744,0,0,0,0,0,0,0,0,0,0,0
11964,Battlefield 1,18320,1,4,4,4,1,3,4,3,4,4,4
11965,Imperium Romanum,20776,0,0,1,0,0,1,1,1,0,0,0
11966,The Last Campfire,113115,0,1,0,0,0,1,0,0,0,0,0
11967,R.B.I. Baseball 16,23379,0,0,0,0,0,0,0,0,0,0,0
11968,Europa Universalis III,683,0,0,0,0,0,0,0,0,0,0,0
11969,Tom Clancy's Ghost Recon: Breakpoint,118218,2,3,2,3,2,2,2,2,3,3,3
11970,Governor of Poker,10374,1,1,0,1,0,1,0,1,1,1,1
11971,Cypher,86479,0,0,0,0,0,1,0,0,0,0,0
11972,Can You find it?,110110,0,0,0,0,0,0,0,0,0,0,0
11973,Ghostbusters,18815,0,0,0,0,0,0,0,0,0,0,0
11974,Crossing Souls,11176,0,1,1,3,0,1,1,1,2,2,2
11975,Influent,17037,0,0,0,0,0,0,0,0,0,0,0
11976,The Reject Demon: Toko Chapter 0 - Prelude,35513,0,0,0,0,0,0,0,0,0,0,0
11977,Serena,14528,1,0,0,0,1,0,0,0,0,0,0
11978,UltraGoodness,36966,0,0,0,0,0,0,0,0,0,0,0
11979,StepMania,51311,0,1,0,0,0,1,0,1,0,0,0
11980,Wanton Destruction,2532,0,1,1,1,0,0,1,1,1,1,1
11981,Awesome Pea,108366,0,0,0,0,0,0,0,0,0,0,0
11982,LEGO Indiana Jones 2: The Adventure Continues,138,1,2,2,2,1,2,2,2,3,2,2
11983,Cities XL: Platinum,4214,0,0,0,0,1,0,0,0,0,0,0
11984,Palmyra Orphanage,120719,1,0,0,0,1,0,0,0,0,0,0
11985,Final Slam 2,8868,0,0,0,0,0,0,0,0,0,0,0
11986,Fergus the Fly,29641,0,0,0,0,0,0,0,0,0,0,0
11987,Cosmo's Cosmic Adventure,8484,0,0,1,0,0,1,1,1,0,0,0
11988,Dragon Ball Z: Kakarot - Dragon Ball Card Warriors,142494,1,1,0,1,1,1,0,1,1,1,1
11989,Shutter,9404,0,0,0,0,0,0,0,0,0,0,0
11990,Shady Part of Me,121404,1,1,0,0,1,0,0,0,0,0,0
11991,Draw a Stickman: Epic,5032,0,0,0,0,0,0,0,0,0,0,0
11992,Rainbow Snake,68506,0,0,0,0,0,0,0,0,0,0,0
11993,Metro: Last Light - Chronicles Pack,128650,0,0,0,0,0,0,0,0,0,0,0
11994,Fate Hunters,107693,0,0,0,0,0,0,0,0,0,0,0
11995,Boy Teen Dream,114395,1,1,0,1,1,1,0,1,1,1,1
11996,Spiritfarer,119304,0,1,1,2,0,1,1,1,2,2,2
11997,Autobahn Police Simulator,25443,1,1,0,0,1,1,0,0,0,0,0
11998,Ink,14580,0,0,0,0,0,0,0,0,0,0,0
11999,Galactic Inheritors,17833,0,0,0,0,0,0,0,0,0,0,0
12000,The House of Da Vinci 2,132542,0,0,0,0,0,0,0,0,0,0,0
12001,Spinnortality,51471,1,1,0,1,1,1,0,1,1,1,1
12002,Real Farm,54524,0,0,0,0,0,0,0,0,0,0,0
12003,The Lord of the Rings: The Fellowship of the Ring,2972,0,2,2,2,0,2,2,2,2,2,2
12004,Vernon's Legacy,35350,0,0,0,0,0,0,0,0,0,0,0
12005,Vestaria Saga,59613,0,1,1,1,0,1,1,1,1,1,1
12006,Cosmic Top Secret,90251,1,1,0,1,0,1,0,1,1,1,1
12007,The Pirate's Fate,76587,0,0,0,0,0,0,0,0,0,0,0
12008,Feeding Frenzy,3759,0,2,2,2,1,2,2,2,2,2,2
12009,Encased,95407,1,1,0,1,0,2,0,2,1,1,1
12010,Cubemen 2,6900,0,0,0,0,0,1,0,0,0,0,0
12011,Voidrun,116267,0,0,1,0,0,0,1,0,0,0,0
12012,Terra Feminarum,86581,0,0,0,0,0,0,0,0,0,0,0
12013,Back to the Future: The Game,3232,0,3,3,3,0,3,3,3,3,3,3
12014,E.T. Armies,14744,1,0,0,0,1,0,0,0,0,0,0
12015,Chesster,35674,0,0,0,0,0,0,0,0,0,0,0
12016,Chaos;Head,11392,0,1,0,0,0,1,0,0,0,0,0
12017,Nexus: The Jupiter Incident,14828,1,0,0,0,0,0,0,0,0,0,0
12018,Bubble Bobble,2630,0,0,0,0,0,0,0,0,1,1,1
12019,Fable Rush,52283,0,0,0,0,0,0,0,0,0,0,0
12020,Blood II: The Chosen,11265,0,1,1,1,1,1,1,1,1,1,1
12021,The Cameron Files: The Secret at Loch Ness,9790,0,0,0,1,1,0,0,1,1,1,1
12022,Wait: Extended,35815,0,0,0,0,0,0,0,0,0,0,0
12023,Broken Lines,107175,1,2,2,1,0,2,2,1,1,1,1
12024,The Lord of the Rings: The Battle for Middle-earth,3154,0,2,2,2,1,2,2,2,2,2,2
12025,Seduce Me the Otome,19075,1,0,1,0,1,0,1,0,0,0,0
12026,Time Recoil,27785,0,0,0,0,0,0,0,0,0,0,0
12027,Pizza Tower,135818,0,0,0,0,0,0,0,0,0,0,0
12028,Beatbuddy: Tale of the Guardians,7087,1,0,0,0,1,0,0,0,0,0,0
12029,Mortal Kombat 3,1620,0,2,2,2,0,2,2,2,2,2,2
12030,The Textorcist: The Story of Ray Bibbia,107178,0,0,0,0,0,0,0,0,0,0,0
12031,Song of Horror,121555,0,0,0,0,0,0,0,0,0,0,0
12032,Neo Atlas 1469,27318,0,0,0,0,0,0,0,0,0,0,0
12033,SuperTux,51231,0,0,1,0,0,0,1,0,0,0,0
12034,MiniOne Racing,34989,0,0,0,0,0,0,0,0,0,0,0
12035,Bomber Crew,55628,0,0,0,0,0,0,0,0,0,0,0
12036,Two Dots,14047,0,0,0,0,0,0,0,0,0,0,0
12037,Sid Meier's Civilization: Beyond Earth - Rising Tide,10502,1,0,3,2,1,0,3,2,2,2,2
12038,Sid Meier's Starships,8714,0,0,2,0,0,0,2,0,0,0,0
12039,Far Space VR,29449,0,0,1,0,0,0,1,0,0,0,0
12040,Modern Combat Versus,71910,0,0,1,0,0,0,1,0,0,0,0
12041,Cat Goes Fishing,35910,0,0,0,0,0,0,0,0,0,0,0
12042,"Once Bitten, Twice Dead",35491,0,0,0,1,0,0,0,1,1,1,1
12043,Age of Rivals,29383,0,0,0,0,0,0,0,0,0,0,0
12044,Sorcerer King,9472,1,1,0,1,1,1,0,1,1,1,1
12045,Holdfast: Nations At War,28164,0,0,1,1,0,0,1,0,1,1,1
12046,Imperial Glory,9059,2,0,4,4,2,0,4,1,4,4,4
12047,The Last Hope Trump vs. Mafia,29759,0,0,0,0,0,0,0,0,0,0,0
12048,Proxy: Ultimate Hacker,31260,0,0,0,0,0,0,0,0,0,0,0
12049,Under Night In-Birth Exe:Late[st],41819,0,0,0,1,0,0,0,1,1,1,1
12050,Out of the Park Baseball 18,26927,0,0,0,0,0,0,0,0,0,0,0
12051,The Plan,11764,0,0,0,0,0,1,0,1,0,0,0
12052,England Exchange,28643,0,0,0,0,0,0,0,0,0,0,0
12053,Monster Hunter Rise,138950,1,1,0,2,0,0,0,0,2,2,2
12054,Ruin City Gasolina,55343,0,0,0,0,0,0,0,0,0,0,0
12055,Break Chance Memento,33789,0,0,0,0,0,0,0,0,0,0,0
12056,Tobari and the Night of the Curious Moon,35325,0,0,0,0,0,0,0,0,0,0,0
12057,Shiny the Firefly,10823,0,0,0,0,0,0,0,0,0,0,0
12058,From Dust,3160,0,0,0,0,1,0,0,1,0,0,0
12059,Avalon Legends Solitaire,29372,0,0,0,0,0,0,0,0,0,0,0
12060,Hydro Thunder,3370,0,0,0,0,0,0,0,0,0,0,0
12061,IL-2 Sturmovik: Cliffs of Dover,27471,0,2,2,2,0,2,2,2,2,2,2
12062,Dwarf Shop,130155,0,1,0,0,0,0,0,0,0,0,0
12063,Star Merc,32453,0,0,0,0,0,0,0,0,0,0,0
12064,Star Hammer: The Vanguard Prophecy,36049,1,0,0,1,1,0,0,1,1,1,1
12065,Turok 2: Seeds of Evil,27508,0,0,0,0,0,0,0,0,0,0,0
12066,Immortal Love: Letter From the Past - Collector's Edition,88809,1,1,0,1,1,1,0,1,1,1,1
12067,Story of Seasons: Friends of Mineral Town,120300,0,0,1,0,0,1,1,1,0,0,0
12068,Achron,16264,0,0,0,0,0,0,0,0,0,0,0
12069,Trivia Vault: Technology Trivia Deluxe,76923,1,1,0,1,1,1,0,1,1,1,1
12070,3rd Eye,107236,1,0,0,1,1,0,0,0,1,1,1
12071,The Deal,30118,0,0,0,0,0,0,0,0,0,0,0
12072,Hotline Miami 2: Wrong Number,2126,0,1,0,1,0,1,0,1,0,0,0
12073,Unholy Heights,16648,0,0,0,0,0,0,0,0,0,0,0
12074,Juno: New Origins,102982,0,0,0,0,0,0,0,0,0,0,0
12075,Rocwood Academy,114578,0,0,0,0,0,0,0,0,0,0,0
12076,Knight Swap,123717,0,0,0,0,0,0,0,0,0,0,0
12077,Five Nights at Freddy's 4,11583,0,0,0,0,0,0,0,0,0,0,0
12078,Dota 2,2963,1,0,0,0,1,1,0,1,0,0,0
12079,Cute Things Dying Violently,12394,0,0,0,0,0,0,0,0,0,0,0
12080,Teenagent,8285,0,1,0,1,0,0,0,0,1,1,1
12081,Infernales,59237,0,0,0,0,0,0,0,0,0,0,0
12082,Bizarre Earthquake,33385,0,0,0,0,0,0,0,0,0,0,0
12083,Christmas Race,76107,0,0,0,0,0,0,0,0,0,0,0
12084,Rolling Line,76019,0,0,0,0,0,0,0,0,0,0,0
12085,The House in Fata Morgana,36278,0,0,0,0,0,0,0,0,0,0,0
12086,The End: Inari's Quest,77737,0,0,0,0,0,0,0,0,0,0,0
12087,Rivals of Aether,21646,0,0,0,0,0,0,0,0,0,0,0
12088,The Riftbreaker,115991,1,2,1,1,2,0,1,1,1,1,1
12089,Granado Espada For SEA,74387,0,0,0,0,0,0,0,0,0,0,0
12090,Funfair Ride Simulator 3,32190,0,0,0,0,0,0,0,0,0,0,0
12091,MechWarrior 4: Mercenaries,19192,1,0,0,1,0,0,0,0,1,1,1
12092,Grobda Remix,74986,0,0,0,0,0,0,0,0,0,0,0
12093,Blade & Soul,16741,0,1,1,1,0,1,1,1,1,1,1
12094,Aqua Moto Racing Utopia,26224,0,0,0,0,0,0,0,0,0,0,0
12095,Isbarah,10462,0,0,0,0,0,0,0,0,0,0,0
12096,Romance of the Three Kingdoms XIV,121231,1,1,0,1,0,0,0,0,1,1,1
12097,Diablo II,126,1,1,1,1,1,1,1,2,1,1,1
12098,Bubbles the Cat,112934,0,0,0,0,0,0,0,0,0,0,0
12099,Demon Peak,44282,0,0,0,0,0,0,0,0,0,0,0
12100,ROM: Extraction,26549,0,1,0,0,0,0,0,0,0,0,0
12101,Ultima IX: Ascension,7083,1,0,0,0,0,1,0,1,1,0,0
12102,Bridge! 2,33738,0,0,0,0,0,0,0,0,0,0,0
12103,Hocus,34072,0,0,0,0,0,0,0,0,0,0,0
12104,Crazy Arcade,6361,0,0,0,0,0,0,0,0,0,0,0
12105,Need for Speed: Hot Pursuit 2,95,0,5,5,5,0,6,5,6,5,5,5
12106,RuneScape,5611,0,3,3,3,0,3,3,3,3,3,3
12107,Wolfenstein: The New Order,2031,0,3,3,3,0,3,3,2,3,3,3
12108,Die Original Moorhuhn Jagd,83237,1,1,1,1,1,1,1,1,1,1,1
12109,Draw a Stickman: Epic 2,34433,1,0,0,0,0,0,0,0,0,0,0
12110,Tower of Time,27359,0,0,0,0,0,0,0,0,0,0,0
12111,The Hunting God,51418,0,0,0,0,0,0,0,0,0,0,0
12112,Worms Pinball,9335,0,0,0,0,0,0,0,0,0,0,0
12113,Lycah,51739,0,1,0,0,0,1,0,0,0,0,0
12114,Ripped Pants at Work,76273,1,0,0,0,1,0,0,0,0,0,0
12115,Danger Zone 2,104231,0,0,0,0,0,0,0,0,0,0,0
12116,Dysan the Shapeshifter,8703,0,1,1,1,0,1,1,1,1,1,1
12117,Ad Infinitum,77338,0,0,0,0,0,0,0,0,0,0,0
12118,Space Pilgrim Academy: Year 2,95596,0,0,0,0,0,0,0,0,0,0,0
12119,Locomotion,117048,0,1,0,0,0,0,0,0,0,0,0
12120,Suicide Squad: Kill the Justice League,136627,1,0,0,0,1,0,0,0,0,0,0
12121,Card Games Mega Collection,104032,1,1,0,1,1,1,0,1,1,1,1
12122,Tatsu,33468,0,1,0,0,0,1,0,1,0,0,0
12123,Sakura Clicker,34950,0,0,0,0,0,1,0,0,0,0,0
12124,Emerge: Cities of the Apocalypse,33136,0,0,0,0,0,0,0,0,0,0,0
12125,Deltarune: Chapter 1,111563,0,0,0,0,0,0,0,0,0,0,0
12126,Oik Memory 2,102295,0,0,0,0,0,0,0,0,0,0,0
12127,World of Warcraft: Burning Crusade Classic,143683,0,1,1,1,0,1,1,1,1,1,1
12128,Armored Hunter Gunhound EX,36391,0,0,0,0,0,0,0,0,0,0,0
12129,Galactic Arms Race,8915,0,0,0,0,0,0,0,0,0,0,0
12130,The Talos Principle VR,36775,0,0,0,0,0,0,0,0,0,0,0
12131,Deus Ex: Game of the Year Edition,25358,0,0,0,0,0,0,0,0,0,0,0
12132,The Chronicles of Narnia: Prince Caspian,4763,0,1,1,1,0,1,1,1,1,1,1
12133,Shin Megami Tensei III: Nocturne - HD Remaster,135913,0,0,0,1,0,0,0,0,1,1,1
12134,Watch Dogs 2,19441,0,2,3,4,0,2,3,2,3,3,4
12135,Asian Riddles 2,88599,0,0,0,0,0,0,0,0,0,0,0
12136,Toem: Basto Region,218896,0,0,0,0,0,0,0,0,0,0,0
12137,Grim Dawn: Crucible Mode DLC,75683,2,0,1,2,2,0,1,2,2,2,2
12138,Gothic II: Gold Edition,29207,0,0,0,0,0,0,0,0,0,0,0
12139,Zigfrak,16771,0,0,0,0,0,0,0,0,0,0,0
12140,The Music Machine,35515,1,0,1,2,0,0,1,0,2,2,2
12141,Transhaping,115265,0,0,0,0,0,0,0,0,0,0,0
12142,Diamond Dan,9821,0,0,0,0,0,0,0,0,0,0,0
12143,Star Wars: Empire at War - Forces of Corruption,174,0,1,1,1,0,1,1,1,1,1,1
12144,The Last Door: Season 2,24537,0,0,0,0,0,0,0,0,0,0,0
12145,Little Nightmares,9174,0,0,1,0,0,0,1,0,0,0,0
12146,Left 4 Dead 2,124,0,1,0,0,0,0,0,0,0,0,0
12147,Quake II Mission Pack: The Reckoning,15620,0,0,1,1,0,0,1,0,1,1,1
12148,Cubixx HD,20632,0,0,0,0,0,0,0,0,0,0,0
12149,Strikers 1945,39300,0,0,0,0,0,0,0,0,0,0,0
12150,Command & Conquer: Red Alert 2 - Yuri's Revenge,648,3,6,6,6,1,6,6,6,6,6,6
12151,Final Fantasy XII: The Zodiac Age,19455,0,0,0,0,0,0,0,0,0,0,0
12152,Yonder: The Cloud Catcher Chronicles,27732,0,3,2,3,0,2,2,1,2,2,2
12153,Gratuitous Tank Battles,16334,2,0,0,0,2,0,0,0,0,0,0
12154,Blades of Time,6918,0,0,0,0,0,0,0,0,0,0,0
12155,LiEat,35132,1,1,2,2,0,1,2,2,2,2,2
12156,Mad Father,197833,0,0,0,0,0,0,0,0,0,0,0
12157,The Mystery of a Lost Planet,34522,0,0,0,0,0,0,0,0,0,0,0
12158,Minion Masters,27150,1,0,1,0,1,0,1,0,0,0,0
12159,Wedding Dash 2: Rings Around the World,16074,0,0,0,0,0,0,0,0,0,0,0
12160,Shop Heroes,31969,0,0,0,0,0,0,0,0,0,0,0
12161,Nancy Drew: Secrets Can Kill Remastered,10582,0,0,0,0,0,0,0,0,0,0,0
12162,Mission: Escape from Island,38816,0,0,0,0,0,0,0,0,0,0,0
12163,Trackmania,133807,1,1,0,1,1,0,0,0,1,1,1
12164,Detective Case and Clown Bot in: Murder in the Hotel Lisbon,3373,0,1,0,1,0,0,0,0,1,0,0
12165,Football Manager 2008,946,0,0,1,1,0,0,1,0,0,1,1
12166,Color Cross,47769,0,0,0,0,0,0,0,0,0,0,0
12167,Ashley Clark: Secret of the Ruby,52422,0,0,0,0,0,0,0,0,0,0,0
12168,POD: Planet of Death,12960,0,0,1,0,0,0,1,0,0,0,0
12169,Trick & Treat,32186,1,0,0,1,0,0,0,1,1,1,1
12170,Iubes:2,76559,0,0,0,0,0,0,0,0,0,0,0
12171,My Night Job,33633,0,0,1,1,0,0,1,0,1,1,1
12172,The Jackbox Party Pack 3,19082,3,1,0,1,3,2,0,2,1,1,1
12173,Persona 4 Arena Ultimax,11445,0,0,0,0,0,0,0,0,0,0,0
12174,Immortals of Aveum,228531,0,0,1,0,0,0,1,0,0,0,0
12175,Fly in the House,10326,0,0,0,0,0,0,0,0,0,0,0
12176,Rogue Tower,188503,0,0,0,0,0,0,0,0,0,0,0
12177,Need for Speed III: Hot Pursuit,92,0,6,6,7,0,6,6,6,7,7,7
12178,Xenon Racer,110585,0,0,1,0,0,0,1,0,0,0,0
12179,Final Fantasy,158980,0,0,0,0,0,0,0,0,0,0,0
12180,Super Distro,35412,0,0,0,0,0,0,0,0,0,0,0
12181,Bomb U!,31437,0,0,0,0,0,0,0,0,0,0,0
12182,1953: KGB Unleashed,9771,0,0,0,0,1,0,0,1,0,0,0
12183,VR: Vacate the Room,32281,0,0,0,0,0,0,0,0,0,0,0
12184,Betrayal Collection,30409,0,0,0,0,0,0,0,0,0,0,0
12185,Remote Life,121119,0,0,0,0,0,0,0,0,0,0,0
12186,Returner 77,88035,1,1,2,2,1,0,2,2,2,2,2
12187,Eterium,17102,0,1,0,0,0,0,0,0,0,0,0
12188,The Sad Story of Emmeline Burns,33825,0,0,0,0,0,0,0,0,0,0,0
12189,Numberline,29724,0,0,0,0,0,0,0,0,0,0,0
12190,The Longing,107927,1,0,0,1,1,0,0,0,1,1,1
12191,Rayman Fiesta Run,19726,0,1,2,2,0,1,2,1,2,2,2
12192,Time Tenshi 2: Special Edition,30407,0,0,0,0,0,0,0,0,0,0,0
12193,Watch Dogs: Legion,100413,1,0,0,0,1,0,0,0,0,0,0
12194,The Singularity Wish,101275,0,0,0,0,0,0,0,0,0,0,0
12195,Weird Park: The Final Show,53127,0,0,0,0,0,0,0,0,0,0,0
12196,RocketsRocketsRockets,36342,0,0,0,0,0,0,0,0,0,0,0
12197,Viki Spotter: Space Mission,97116,0,1,0,0,0,1,0,0,0,0,0
12198,Pixel Hunter,17626,0,0,0,0,0,0,0,0,0,0,0
12199,Caligo,65840,0,0,0,0,0,0,0,0,0,0,0
12200,Final Fantasy X/X-2 HD Remaster,14144,0,2,2,2,0,3,2,3,2,2,2
12201,DeathSpank: Thongs of Virtue,2250,0,0,0,0,0,0,0,0,0,0,0
12202,Arcade Game Series: Ms. Pac-Man,82381,0,0,0,0,0,0,0,0,0,0,0
12203,IL-2 Sturmovik: Forgotten Battles,755,0,2,2,2,0,2,2,2,2,2,2
12204,Little Dragons Café,88887,1,0,1,0,1,0,1,1,0,0,0
12205,Earth Defense Force: Insect Armageddon,5584,0,0,0,0,0,0,0,0,0,0,0
12206,MUD: FIM Motocross World Championship,20848,0,1,1,1,0,1,1,1,1,1,1
12207,Gunspell: Steam Edition,36221,0,0,0,0,0,0,0,0,0,0,0
12208,Baldur's Gate II: Enhanced Edition,5613,0,0,0,0,0,0,0,0,0,0,0
12209,Safety First!,32189,0,0,0,0,0,0,0,0,0,0,0
12210,Call of Juarez,429,0,0,0,0,0,0,0,0,0,0,0
12211,Neko-Nin ExHeart +Plus Nachi,75322,0,0,0,0,0,0,0,0,0,0,0
12212,Wandering Willows,16073,0,0,0,0,0,0,0,0,0,0,0
12213,NFL Blitz,812,0,1,1,2,1,2,1,2,2,2,2
12214,Mount Your Friends 3D: A Hard Man is Good to Climb,78155,0,1,0,0,0,0,0,0,0,0,0
12215,Smell of Death,33470,0,0,0,0,0,0,0,0,0,0,0
12216,Cooking Simulator,38967,1,0,0,1,0,0,0,0,1,1,1
12217,Hollow Knight: Lifeblood,136396,0,0,0,0,0,0,0,0,0,0,0
12218,NBA 2K18,26772,0,5,5,4,0,4,5,4,3,3,3
12219,Legends of Aethereus,10509,0,0,0,0,0,0,0,0,0,0,0
12220,Redeemer,27217,0,0,0,0,0,0,0,0,0,0,0
12221,"Destiny's Princess: A War Story, A Love Story",33395,1,2,2,2,1,2,2,2,2,2,2
12222,Farm Frenzy 4,17317,0,2,1,2,0,1,1,1,2,2,2
12223,Mustache Politics Shooter,75938,0,0,0,0,0,0,0,0,0,0,0
12224,Brawlout,27419,0,0,0,0,0,1,0,1,0,0,0
12225,MindCubes: Inside the Twisted Gravity Puzzle,28276,0,0,0,0,0,0,0,0,0,0,0
12226,Intergalactic Fishing,111754,0,0,0,0,0,0,0,0,0,0,0
12227,Redie,25954,0,0,0,0,0,0,0,0,0,0,0
12228,Claybook,28730,0,1,0,0,0,1,0,0,0,0,0
12229,Dusty Revenge: Co-Op Edition,30233,0,0,0,0,0,0,0,0,0,0,0
12230,Blueberry Garden,9983,0,0,0,0,0,0,0,0,0,0,0
12231,Star Wars: Galactic Battlegrounds,139,0,1,1,2,0,1,1,1,2,2,2
12232,FreeDiver: Triton Down,117797,0,0,0,0,0,0,0,0,0,0,0
12233,Abraca: Imagic Games,35858,0,0,0,1,1,0,0,0,1,1,1
12234,Fatal Frame: Mask of the Lunar Eclipse,217577,0,0,0,1,0,0,0,0,1,1,1
12235,Alien Shooter 2: Reloaded,11088,0,0,0,0,0,0,0,0,0,0,0
12236,A Raven Monologue,81092,0,0,0,0,0,0,0,0,0,0,0
12237,The Cosmic Wheel Sisterhood,247578,0,0,2,0,0,0,2,0,0,0,0
12238,Kaze and the Wild Masks,79802,0,0,0,0,0,0,0,0,0,0,0
12239,Tron Run/r,19978,0,0,0,0,0,0,0,0,0,0,0
12240,Streets of Kamurocho,140046,0,1,0,2,0,0,0,0,2,2,2
12241,Carrier Deck,40566,0,0,0,0,0,0,0,0,0,0,0
12242,Disciples II: Gold Edition,46619,0,0,0,0,0,0,0,0,0,0,0
12243,Woody Blox,74916,0,0,0,0,0,0,0,0,0,0,0
12244,R.B.I. Baseball 15,17962,0,0,0,0,0,0,0,0,0,0,0
12245,Miracle Snack Shop,113331,0,0,0,0,0,0,0,0,0,0,0
12246,Arcade Saga,32945,0,0,0,0,0,0,0,0,0,0,0
12247,Trine 2,6250,0,0,1,1,0,0,1,0,1,1,1
12248,Hearthstone: Kobolds & Catacombs,76152,0,0,0,0,0,0,0,0,0,0,0
12249,Daily Run,72384,0,0,0,0,0,0,0,0,0,0,0
12250,Mass Effect: Polish Collector's Edition,36320,0,0,1,0,0,0,1,0,0,0,0
