,name,id,cv_gt,cv_gk,cv_tk,cv_gtk,tv_gt,tv_gk,tv_tk,tv_gtk,cv_gtkn,cv_gtky,cv_gtkd
12251,Imaze.exe,112443,0,0,0,0,0,0,0,0,0,0,0
12252,Total Lockdown,123238,0,0,0,0,0,0,0,0,0,0,0
12253,The Purge Day,30607,0,0,0,0,0,0,0,0,0,0,0
12254,Legacy of Kain: Defiance,5901,1,3,3,3,1,3,3,3,3,3,3
12255,GreedFall,27092,0,0,0,0,1,0,0,1,0,0,0
12256,Mrs Snake,89372,0,0,0,0,0,0,0,0,0,0,0
12257,Severed Steel,152172,1,1,1,1,1,1,1,1,1,1,1
12258,Deathtrap Dungeon,8470,0,0,0,0,0,0,0,0,0,0,0
12259,Hammerfight,9666,0,0,0,0,0,0,0,0,0,0,0
12260,Max Gentlemen Sexy Business!,128178,0,0,0,0,0,0,0,0,0,0,0
12261,Pixel Puzzles: Japan,10702,0,0,0,0,0,0,0,0,0,0,0
12262,Might and Magic VII: For Blood and Honor,7739,0,0,0,0,0,0,0,0,0,0,0
12263,Voxelgram,122807,0,0,0,0,0,0,0,0,0,0,0
12264,1001 Jigsaw: Earth Chronicles 3,90040,1,1,0,1,1,1,0,1,1,1,1
12265,Heroes of Might and Magic IV: Complete Edition,25364,0,0,0,0,0,0,0,0,0,0,0
12266,Now I Am There,122176,0,0,0,0,0,0,0,0,0,0,0
12267,Ni no Kuni II: Revenant Kingdom,14748,1,0,0,0,1,0,0,0,0,0,0
12268,QP Shooting: Dangerous!!,11569,0,2,1,1,0,2,1,2,1,1,1
12269,Children of Zodiarcs,27530,1,1,1,1,0,1,1,1,0,1,1
12270,Fate: The Traitor Soul,15471,0,0,0,0,0,0,0,0,0,0,0
12271,Ferrum's Secrets: where is grandpa?,34729,0,0,0,0,0,0,0,0,0,0,0
12272,Loki,19358,1,1,0,2,1,0,0,1,2,2,2
12273,You're Not Special,113877,0,0,0,0,0,0,0,0,0,0,0
12274,#Killallzombies,26369,0,0,0,0,0,0,0,0,0,0,0
12275,Cthulhu Realms,32510,0,1,0,1,0,0,0,0,1,1,1
12276,Mayan Death Robots,13185,1,0,1,0,1,0,1,0,0,0,0
12277,Slime-san,28069,0,2,1,2,0,2,1,2,3,3,3
12278,CivCity: Rome,3083,0,0,0,0,0,1,0,1,0,0,0
12279,Crimson Skies,15863,0,0,0,0,0,0,0,0,0,0,0
12280,TheHunter Classic,23636,0,0,0,0,0,0,0,0,0,0,0
12281,Shapes of Gray,34559,0,0,0,0,0,0,0,0,0,0,0
12282,Skool Daze: Reskooled,102103,0,0,0,0,0,0,0,0,0,0,0
12283,Super Amazeballs,29452,0,0,0,0,0,0,0,0,0,0,0
12284,Solar War,35982,0,0,0,0,0,0,0,0,0,0,0
12285,Mystery Case Files: Escape from Ravenhearst,5516,0,0,0,0,0,0,0,0,0,0,0
12286,Basketball Pro Management 2015,10027,0,1,1,1,0,1,1,1,1,1,1
12287,Doom,7351,1,0,0,0,0,0,0,0,0,0,0
12288,Library,106326,1,1,0,1,1,1,0,1,1,1,1
12289,Hello Charlotte Ep.3: Childhood's End,76802,0,0,0,0,0,0,0,0,0,0,0
12290,Ichi,8953,0,0,0,0,0,0,0,0,0,0,0
12291,The King of Fighters 2000,15431,1,0,1,0,1,0,1,0,0,0,0
12292,Iron Grip: Warlord,8720,0,0,0,0,0,0,0,0,0,0,0
12293,"Slice, Dice & Rice",27274,0,0,0,0,0,0,0,0,0,0,0
12294,Hyper Knights: Battles,75829,1,1,0,1,1,1,0,1,1,1,1
12295,Worms Rumble,135554,0,0,0,0,0,0,0,0,0,0,0
12296,BatMUD,126128,0,0,0,0,0,0,0,0,0,0,0
12297,SpellForce 2: Anniversary Edition,29209,0,0,0,0,0,0,0,0,0,0,0
12298,Company of Heroes: Tales of Valor,1371,3,3,2,3,3,2,2,2,3,3,3
12299,Claw,2474,0,0,2,0,0,0,2,0,0,0,0
12300,Immortal Defense,17358,0,0,0,0,0,0,0,0,0,0,0
12301,Tokyo Babel,11653,0,0,1,0,0,0,1,0,0,0,0
12302,#IDARB,9888,0,0,0,0,0,0,0,0,0,0,0
12303,Time Clickers,19149,0,0,0,0,0,0,0,0,0,0,0
12304,Over the Void,17979,0,0,0,0,0,0,0,0,0,0,0
12305,Woman's body,112458,0,0,0,0,0,0,0,0,0,0,0
12306,LEGO The Incredibles,94876,0,0,0,0,0,0,0,0,0,0,0
12307,Co-Co Corn Mafia,54838,0,0,0,0,0,0,0,0,0,0,0
12308,Melty Blood Re-Act,145125,0,0,0,0,0,0,0,0,0,0,0
12309,Contraption Maker,9802,0,0,0,0,0,0,0,0,0,0,0
12310,Escape the Mazes,90483,0,0,0,0,0,0,0,0,0,0,0
12311,Dark Egypt,30520,0,0,0,0,0,0,0,0,0,0,0
12312,Tick Tock Bang Bang,33067,0,0,0,0,0,0,0,0,0,0,0
12313,Viscera Cleanup Detail: Santa's Rampage,5564,0,2,2,2,1,2,2,2,2,2,2
12314,Royal Offense,28928,0,0,0,0,0,0,0,0,0,0,0
12315,Strafe,9062,0,2,0,1,0,1,0,0,1,1,1
12316,5 Days a Stranger,79139,0,0,1,0,0,0,1,1,0,0,0
12317,Legend of Himari,91221,0,0,0,0,0,0,0,0,0,0,0
12318,The Sea Between,110724,0,0,0,0,0,0,0,0,0,0,0
12319,Love Esquire,78752,0,0,0,0,0,0,0,0,0,0,0
12320,Pacer,27147,0,0,1,0,0,0,1,0,0,0,0
12321,Adventures of Pip,14681,0,1,1,1,0,1,1,1,1,1,1
12322,Deus Ex,41,1,4,4,4,2,5,4,5,4,4,4
12323,NHL 2003,856,1,4,4,4,1,4,4,4,4,4,4
12324,Sacred Citadel,15290,1,2,2,2,1,2,2,2,2,2,2
12325,The Interactive Adventures of Dog Mendonça and Pizzaboy,17976,2,0,0,1,2,0,0,0,1,1,1
12326,CO-OP : Decrypted,17678,0,0,0,0,0,0,0,0,0,0,0
12327,Ninja Stealth 3,76311,0,0,0,0,0,0,0,0,0,0,0
12328,Crazy Scientist,59140,0,0,0,0,0,0,0,0,0,0,0
12329,BlamBox,109670,0,0,0,0,0,0,0,0,0,0,0
12330,Ubermosh Vol.7,115377,0,0,0,0,0,0,0,0,0,0,0
12331,Euro Truck Simulator 2: Vive La France,26254,0,0,0,0,0,0,0,0,0,0,0
12332,Starving,28754,0,0,0,0,0,0,0,0,0,0,0
12333,Steredenn: Binary Stars,87197,0,0,1,0,0,1,1,1,0,0,0
12334,Zotrix,23486,0,0,0,0,0,0,0,0,0,0,0
12335,The Counting Kingdom,17435,0,0,0,0,0,0,0,0,0,0,0
12336,Defense Task Force,83619,1,1,0,1,1,1,0,1,1,1,1
12337,Hell Shooter,109814,0,0,0,0,0,0,0,0,0,0,0
12338,Final Fantasy XV: Episode Ardyn,76430,1,0,1,0,1,0,1,0,0,0,0
12339,Hitman Trilogy,20084,0,0,2,2,0,2,2,2,2,2,2
12340,The Talos Principle,7386,0,2,3,2,0,2,3,2,2,2,2
12341,The Basilisk,104883,0,0,0,0,0,0,0,0,0,0,0
12342,Air Hockey,75995,0,0,0,0,0,0,0,0,0,0,0
12343,Moonbase 332,24594,0,0,0,0,0,0,0,0,0,0,0
12344,Flower Shop: Winter In Fairbrook,17586,0,0,0,0,0,0,0,0,0,0,0
12345,Legrand Legacy,22387,2,1,1,1,0,0,1,1,1,1,1
12346,Full Bore,10339,0,0,0,0,0,0,0,0,0,0,0
12347,WazHack,16851,0,0,0,0,0,0,0,0,0,0,0
12348,Fantasy Wars,7332,1,0,0,0,1,0,0,1,0,0,0
12349,Thunder Wolves,10990,0,1,0,0,0,1,0,1,0,0,0
12350,Kings of Kung Fu,17714,0,0,0,0,0,0,0,0,0,0,0
12351,Gazing from beyond,83497,0,0,0,0,0,0,0,0,0,0,0
12352,Frosty Nights,76360,0,0,1,1,0,0,1,2,1,1,1
12353,Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,180298,0,0,0,0,0,0,0,0,0,0,0
12354,Battle of Painters,37403,0,0,0,0,0,0,0,0,0,0,0
12355,Cyborg Invasion Shooter 2: Battle of Earth,88256,0,0,0,0,0,0,0,0,0,0,0
12356,Conclave,36120,0,0,0,0,0,0,0,0,0,0,0
12357,ShootMania Storm,16464,0,0,0,0,0,0,0,0,0,0,0
12358,Alone in the Dark: Illumination,7716,1,0,0,0,1,0,0,0,0,0,0
12359,Secrets of Rætikon,8276,0,0,0,0,0,0,0,0,0,0,0
12360,Offroad Mania,128460,0,0,0,0,0,0,0,0,0,0,0
12361,Vengeful Rites,103064,0,0,0,0,0,0,0,0,0,0,0
12362,Old Man's Journey,21604,0,0,0,0,0,0,0,0,0,0,0
12363,An Octave Higher,35688,0,0,2,0,0,0,2,0,0,0,0
12364,World War Zero,127176,0,0,0,0,0,0,0,0,0,0,0
12365,Zombotron,77488,1,1,0,1,1,0,0,0,1,1,1
12366,U-Boats,34376,0,0,0,0,0,0,0,0,0,0,0
12367,Toonstruck,916,0,1,0,0,0,1,0,1,0,0,0
12368,MineSweeper VR,31617,0,0,0,0,0,0,0,0,0,0,0
12369,The Wolf Among Us,2993,0,2,2,2,0,1,2,1,2,2,2
12370,The Glow,33955,0,0,0,0,0,0,0,0,0,0,0
12371,Sam & Max: Beyond Time and Space - Episode 4: Chariots of the Dogs,27838,0,0,0,0,0,0,0,0,0,0,0
12372,Nancy Drew: The Haunted Carousel,10586,0,0,0,0,1,0,0,0,0,0,0
12373,The Bard's Tale,3803,0,0,0,0,0,0,0,0,0,0,0
12374,Winning Eleven: Pro Evolution Soccer 2007,2484,0,4,2,4,0,3,2,2,4,4,4
12375,Hero and Daughter+,36388,1,1,0,1,1,1,0,1,1,1,1
12376,Dungeons & Geese,51855,0,0,0,0,0,0,0,0,0,0,0
12377,Roogoo,5128,0,0,0,0,0,0,0,0,0,0,0
12378,Delores: A Thimbleweed Park Mini-Adventure,134408,0,1,0,0,0,0,0,0,0,0,0
12379,Oh My Godheads,31430,0,0,0,0,1,0,0,0,0,0,0
12380,Anomaly 2,9212,0,0,0,0,0,0,0,0,0,0,0
12381,Handsome Mr. Frog,31905,0,0,0,0,0,0,0,0,0,0,0
12382,Call of Duty,621,1,4,4,4,1,5,4,5,5,5,5
12383,Take Command: 2nd Manassas,23144,0,0,0,0,0,0,0,0,0,0,0
12384,Off-Road Paradise: Trial 4x4,30504,0,0,0,0,0,0,0,0,0,0,0
12385,Alt-Frequencies,115650,0,0,0,0,0,0,0,0,0,0,0
12386,Tales Across Time,33009,0,0,0,2,0,0,0,0,1,2,2
12387,Say No! More,126120,0,0,0,0,0,0,0,0,0,0,0
12388,Trivia Vault: Hockey Trivia,95275,0,0,0,0,0,0,0,0,0,0,0
12389,The Last Federation,11050,1,0,0,0,1,0,0,2,0,0,0
12390,Dark Mystery,44252,0,0,0,1,0,0,0,0,1,1,1
12391,Scheming Through The Zombie Apocalypse: The Beginning,95183,0,0,0,0,0,0,0,0,0,0,0
12392,Seek Girl II,123821,0,0,0,0,0,0,0,0,0,0,0
12393,The Walking Dead,1871,1,1,1,1,1,1,1,1,1,1,1
12394,The Sojourn,106120,0,1,0,1,0,1,0,0,1,1,1
12395,The Good Life,9396,0,0,0,0,0,0,0,0,0,0,0
12396,RollerCoaster Tycoon 3: Complete Edition,138341,0,1,0,1,0,0,0,0,0,1,1
12397,Toon Ocean VR,31524,0,0,0,0,0,0,0,0,0,0,0
12398,Settled,33480,0,0,0,0,0,0,0,0,0,0,0
12399,NightHawk F-117A Stealth Fighter 2.0,10292,0,1,0,1,0,1,0,1,2,1,1
12400,Black Future '88,74561,0,0,0,0,0,0,0,0,0,0,0
12401,Tower 57,28302,0,0,0,0,0,0,0,0,0,0,0
12402,Guard of Wonderland VR,88126,0,0,0,0,0,0,0,0,0,0,0
12403,The Forgotten Ones,17656,2,0,0,0,2,0,0,0,0,0,0
12404,Dragon: Marked for Death,55199,1,0,1,0,1,0,1,0,0,0,0
12405,Battle Islands: Commanders,33479,0,0,0,0,0,0,0,0,0,0,0
12406,Tribloos 2,9697,0,0,0,0,0,0,0,0,0,0,0
12407,Coma: Mortuary,36321,0,0,0,0,0,0,0,0,0,0,0
12408,Dead Estate,141453,0,0,1,0,0,0,1,0,0,0,0
12409,The King of Fighters XIV,18814,0,1,1,1,0,1,1,1,1,1,1
12410,Omori,26673,1,0,0,0,0,0,0,0,0,0,0
12411,Dungeonmans,17192,0,0,0,0,0,0,0,0,0,0,0
12412,Spirited Heart Deluxe,17286,0,0,0,0,0,0,0,0,0,0,0
12413,The Testament of Sherlock Holmes,6164,0,1,0,1,0,0,0,0,1,1,1
12414,Trauma,15124,0,0,0,0,0,0,0,0,0,0,0
12415,Madagascar,3764,0,1,1,1,0,1,1,1,1,1,1
12416,"Warhammer 40,000: Dawn of War - Winter Assault",465,2,3,4,3,2,3,4,3,2,3,3
12417,G-Force,4876,0,0,0,0,0,0,0,0,0,0,0
12418,Neopets Puzzle Adventure,5067,0,0,0,0,0,0,0,0,0,0,0
12419,Escape Goat,7590,0,0,0,0,0,0,0,0,0,0,0
12420,Digimon Survive,105417,0,0,0,0,0,0,0,0,0,0,0
12421,Naruto Shippuden: Ultimate Ninja Storm 3,7099,0,3,3,3,0,3,3,3,3,3,3
12422,Pico Park,33027,0,0,0,0,0,0,0,0,0,0,0
12423,Evolve Stage 2,20757,0,0,0,0,0,0,0,0,0,0,0
12424,Prominence Poker,23214,1,1,0,1,1,1,0,1,1,1,1
12425,Re:Gals Panic,124197,0,0,0,0,0,0,0,0,0,0,0
12426,School of Talent: Suzu-Route,29932,0,0,0,0,0,0,0,0,0,0,0
12427,The Legions of Rome,31353,1,0,0,0,0,0,0,0,0,0,0
12428,Stasis: Bone Totem,140866,0,1,0,0,0,1,0,0,0,0,0
12429,Joint Task Force,19354,1,2,1,2,1,2,1,2,2,2,2
12430,4D Toys,37052,0,0,0,0,0,0,0,0,0,0,0
12431,Perky Little Things,90825,0,0,0,0,0,0,0,0,0,0,0
12432,Assassin's Creed: Liberation HD,20864,6,4,5,5,4,4,5,5,5,5,5
12433,Catlateral Damage,17966,0,0,0,0,0,0,0,0,0,0,0
12434,Railroad X,16663,0,0,0,0,0,0,0,0,0,0,0
12435,Tesserae,71921,1,1,0,1,1,1,0,1,1,1,1
12436,Blessed Surface,76357,0,1,0,1,0,1,0,0,1,1,1
12437,Mini Metro,7767,0,0,0,0,0,0,0,0,0,0,0
12438,Subterrain,17011,0,0,1,1,0,1,1,1,0,0,0
12439,A Golden Wake,8819,0,0,1,0,0,0,1,0,0,0,0
12440,The Black Watchmen,27707,0,1,1,1,0,1,1,1,1,1,1
12441,Phantasmagoria,221,1,2,2,2,1,2,2,2,2,2,2
12442,X2: Wolverine's Revenge,4579,1,0,0,1,1,0,0,0,1,1,1
12443,Kart Chaser: The Boost VR,29686,0,0,0,0,0,0,0,0,0,0,0
12444,CrapsVR,31932,0,0,0,0,0,0,0,0,0,0,0
12445,Dragon Ball: The Breakers,182179,0,0,0,0,0,0,0,0,0,0,0
12446,Arsenal Demon,123518,0,0,0,0,0,0,0,0,0,0,0
12447,Kidnapped,26517,2,0,1,1,2,0,1,1,1,1,1
12448,Evolva,10911,0,0,0,0,0,1,0,1,0,0,0
12449,Snow White Solitaire: Charmed Kingdom,81771,0,0,0,0,0,0,0,0,0,0,0
12450,The Graveyard,9255,0,0,0,0,0,0,0,0,0,0,0
12451,Sonic R,19091,0,0,2,0,0,0,2,1,0,0,0
12452,Gone Home,1906,0,1,2,1,0,1,2,1,1,1,1
12453,My House,241647,0,0,0,0,0,0,0,0,0,0,0
12454,The Settlers 7: History Edition,114447,0,0,0,0,0,0,0,0,0,0,0
12455,Lightblade VR,32546,0,0,0,0,0,0,0,0,0,0,0
12456,Ultra Space Battle Brawl,97964,2,3,0,3,2,2,0,2,3,3,3
12457,Clandestine,14465,1,0,0,0,0,0,0,0,0,0,0
12458,Frog Climbers,24925,0,0,0,0,0,1,0,1,0,0,0
12459,Modern Tales: Age of Invention,74152,0,0,0,0,0,0,0,0,0,0,0
12460,Jack Is Missing,108374,0,0,0,0,0,0,0,0,0,0,0
12461,Bulletstorm: Full Clip Edition,26167,0,1,1,1,0,2,1,2,2,2,2
12462,Gotham City Impostors,1012,0,0,0,0,0,0,0,0,0,0,0
12463,Heartbreak High: A Break-Up Simulator,101256,0,0,0,0,1,0,0,0,0,0,0
12464,Pale Moon Crisis,29977,0,0,0,0,0,0,0,0,0,0,0
12465,Star Wars: Rogue Squadron,163,0,1,1,2,0,2,1,2,2,2,2
12466,Echoplex,25237,0,0,1,0,0,0,1,0,0,0,0
12467,NBA 2K17,18819,0,1,1,1,0,1,1,1,1,1,1
12468,Lost in the Ocean VR,29398,0,0,0,0,0,0,0,0,0,0,0
12469,3000th Duel,122027,1,0,0,1,1,0,0,0,1,1,1
12470,Goblins Keep Coming - Tower Defense,75390,0,0,0,0,0,0,0,0,0,0,0
12471,Doom 64,224522,0,0,0,0,0,0,0,0,0,0,0
12472,Hyper Light Drifter,9806,0,1,1,1,0,1,1,1,1,1,1
12473,Patchman vs. Red Circles,35012,0,0,0,0,0,0,0,0,0,0,0
12474,Megapolis,32512,0,0,1,0,0,0,1,1,0,0,0
12475,VR Kanojo,75900,1,0,0,0,1,0,0,0,0,0,0
12476,Dynasty Warriors 8: Empires,13669,0,0,0,0,0,0,0,0,0,0,0
12477,Riaaf the Spider,44114,0,0,0,0,0,0,0,0,0,0,0
12478,Space Pilgrim Episode II: Epsilon Indi,33810,0,0,0,0,0,0,0,0,0,0,0
12479,Borderlands 3,19164,0,0,0,0,0,0,0,0,0,0,0
12480,Inverted,32209,0,0,0,0,0,0,0,0,0,0,0
12481,Rynn's Adventure: Trouble in the Enchanted Forest,34013,0,0,0,0,0,0,0,0,0,0,0
12482,The Underground Man,23583,0,0,0,0,0,0,0,0,0,0,0
12483,Paint it Back,16311,0,0,0,0,0,0,0,0,0,0,0
12484,Reversion: The Meeting,36412,0,0,0,0,0,0,0,0,0,0,0
12485,Dark Echo,14197,0,0,0,1,0,1,0,1,3,2,2
12486,Draugen,9835,0,0,0,0,0,0,0,0,0,0,0
12487,Risk of Rain 2,28512,0,0,0,0,0,0,0,0,0,0,0
12488,Hypersensitive Bob,18126,0,1,1,1,0,1,1,1,1,1,1
12489,Eversion,14402,0,0,0,0,0,0,0,0,0,0,0
12490,Starters Orders 6,33060,0,0,0,0,0,0,0,0,0,0,0
12491,Naruto: Ultimate Ninja Storm,19635,0,1,1,1,0,1,1,1,1,1,1
12492,There Came an Echo,14415,0,0,1,0,0,0,1,0,0,0,0
12493,Bio F.R.E.A.K.S.,3366,0,0,0,0,0,0,0,0,0,0,0
12494,Star Sweet,76476,0,0,0,0,0,0,0,0,0,0,0
12495,Dead Exit,38755,0,0,0,0,0,0,0,0,0,0,0
12496,Chess of Blades,40847,0,0,0,0,0,0,0,0,0,0,0
12497,Dungelot: Shattered Lands,23882,0,0,0,0,0,0,0,0,0,0,0
12498,Paranautical Activity,20981,0,0,0,0,0,0,0,0,0,0,0
12499,Dungeon Deathball,102922,1,1,1,1,1,1,1,1,1,1,1
12500,Anarchy Online,1996,0,2,2,2,0,2,2,2,2,2,2
12501,Next 4,102440,0,0,0,0,0,0,0,0,0,0,0
12502,Mystery P.I. - Lost in Los Angeles,14816,0,1,1,1,0,1,1,1,1,1,1
12503,Overload Playable Teaser,90591,0,0,0,0,0,0,0,0,0,0,0
12504,C. Kane,34880,0,0,0,0,0,0,0,0,0,0,0
12505,Status: Insane,55701,0,0,0,0,0,0,0,0,0,0,0
12506,Crossroads Inn,107255,2,0,0,0,2,0,0,0,0,0,0
12507,Freestyle Street Soccer,3921,0,3,1,1,0,3,1,1,1,1,1
12508,Shan Gui II: Sweet Osmanthus II,110467,0,0,0,0,0,0,0,0,0,0,0
12509,The Legend of Korra,7877,0,1,0,1,0,2,0,2,1,1,1
12510,Worms 4: Mayhem,6244,2,4,4,4,0,4,4,4,4,4,4
12511,Overhell,32555,0,0,0,0,0,0,0,0,0,0,0
12512,Watch Dogs: Bad Blood,17473,0,0,0,0,0,0,0,0,0,0,0
12513,Knightmare Tower,10489,0,0,0,1,1,0,0,1,1,1,1
12514,Medal of Honor: Allied Assault War Chest,51836,0,0,0,0,0,0,0,0,0,0,0
12515,The Legend of Tianding,151693,0,0,0,0,0,0,0,0,0,0,0
12516,Timen runner,28689,0,0,0,0,0,0,0,0,0,0,0
12517,Ultima IV: Quest of the Avatar,2878,0,0,0,0,0,0,0,0,0,0,0
12518,Go-Kart Racing,96470,0,0,0,0,0,0,0,0,0,0,0
12519,Archon,5539,0,1,0,1,0,0,0,0,1,1,1
12520,The Blackwell Deception,9037,1,1,1,1,1,1,1,1,1,1,1
12521,Remnant II,228535,1,2,2,2,0,2,2,2,2,2,2
12522,Merger 3D,31338,0,0,0,0,0,0,0,0,0,0,0
12523,Consummate:Missing World,51974,0,0,0,0,0,0,0,0,0,0,0
12524,Dynetzzle Extended,20101,0,0,0,0,0,0,0,0,0,0,0
12525,Pro Cycling Manager 2014,8251,1,1,1,1,1,0,1,1,1,1,1
12526,Arcade Game Series: Pac-Man,68344,0,0,0,0,0,0,0,0,0,0,0
12527,Kingdom Under Fire: Heroes,5882,0,0,0,0,0,0,0,0,0,0,0
12528,Cities XXL,10094,0,0,0,0,0,0,0,0,0,0,0
12529,Dere Evil.Exe,104080,0,0,0,0,0,0,0,0,0,0,0
12530,iBomber Defense Pacific,9288,0,2,0,1,0,3,0,3,1,1,1
12531,Rime Berta,17616,0,0,0,0,0,0,0,0,0,0,0
12532,D&D Lords of Waterdeep,68484,0,0,0,0,0,0,0,0,0,0,0
12533,Savage: Resurrection,19277,0,0,0,0,0,0,0,0,0,0,0
12534,Force of Nature,26574,1,1,1,0,1,1,1,1,0,0,0
12535,Alpages: The Five Books,34398,0,0,0,0,0,0,0,0,0,0,0
12536,Shadows on the Vatican Act I: Greed,36370,0,0,0,1,0,0,0,0,1,1,1
12537,Puke Simulator,76488,0,0,0,0,0,0,0,0,0,0,0
12538,RymdResa,11735,0,0,0,0,0,0,0,0,0,0,0
12539,The Spell,113759,0,0,0,0,0,0,0,0,0,0,0
12540,The Cradle of Ruin,115143,0,0,1,0,0,0,1,0,0,0,0
12541,Sporcle,86844,0,0,0,0,0,0,0,0,0,0,0
12542,Serious Sam: The First Encounter,857,0,1,1,0,0,1,1,0,0,0,0
12543,Age of Gladiators II,41959,0,0,0,0,0,0,0,0,0,0,0
12544,The Lab,33308,0,0,0,0,0,0,0,0,0,0,0
12545,Hitman: Game of the Year Edition,74878,1,0,0,0,1,0,0,0,0,0,0
12546,Sparkle 2,20069,1,0,1,1,0,0,1,0,1,1,1
12547,Shadow: Treachery Cannot Be Tolerated,90309,0,0,0,0,0,0,0,0,0,0,0
12548,Ultimate Marvel vs. Capcom 3,2066,0,1,1,1,0,1,1,1,1,1,1
12549,A Hat in Time: Seal the Deal,109466,0,0,1,1,0,0,1,1,1,1,1
12550,Your Toy,83768,0,0,1,1,0,0,1,2,1,1,1
12551,Tiny Wheels,29796,0,0,0,0,0,0,0,0,0,0,0
12552,Turtle Odyssey,34157,0,0,0,0,0,0,0,0,0,0,0
12553,Foto Flash 2,107872,0,0,0,0,0,0,0,0,0,0,0
12554,Muv-Luv Alternative,11781,0,2,0,2,1,2,0,3,2,2,2
12555,Interplanetary,17083,0,0,0,0,0,1,0,0,0,0,0
12556,Supraland: Six Inches Under,172903,0,0,1,0,0,0,1,0,0,0,0
12557,Grand Theft Auto V,1020,1,3,3,3,1,6,3,6,3,3,3
12558,Envoy 2,33367,0,0,0,0,0,0,0,0,0,0,0
12559,The Fisherman: Fishing Planet,122433,0,0,0,0,0,0,0,0,0,0,0
12560,Middle-earth: Shadow of Mordor,3025,0,2,3,3,0,3,3,3,2,2,2
12561,Painkiller: Recurring Evil,1839,0,1,0,0,0,1,0,0,0,0,0
12562,BlueberryNova,95254,0,0,0,0,0,0,0,0,0,0,0
12563,Feathery Ears,122140,0,0,0,0,0,0,0,0,0,0,0
12564,Ys Origin,10949,0,0,0,0,0,0,0,0,0,0,0
12565,The Dream Machine,9826,0,0,0,0,0,0,0,0,0,0,0
12566,eXceed 3rd: Jade Penetrate Black Package,10967,0,0,1,0,0,0,1,0,0,0,0
12567,Metal Slug 3,191479,0,0,0,0,0,0,0,0,0,0,0
12568,Hawken,1405,1,0,0,0,1,0,0,0,1,1,1
12569,Arma 3: Apex,19547,1,1,0,1,0,0,0,0,1,1,1
12570,Demoniaca: Everlasting Night,121311,0,0,0,0,0,0,0,0,0,0,0
12571,Cheesecake Cool Conrad,17917,0,0,0,0,0,0,0,0,0,0,0
12572,Midtown Madness 2,5930,0,0,1,0,1,0,1,0,1,0,0
12573,Project Pulsation,53482,0,0,0,0,0,0,0,0,0,0,0
12574,Battlefield 4,1979,0,3,3,3,0,3,3,3,2,2,2
12575,Black Hat Cooperative,32019,0,0,0,0,0,0,0,0,0,0,0
12576,Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,110069,1,2,2,2,1,1,2,2,2,2,2
12577,Skyworld,19060,0,0,0,0,0,0,0,0,0,0,0
12578,Bit.Trip Beat,9535,0,0,0,1,1,1,0,1,1,1,1
12579,Sword of the Stars,2027,2,1,2,2,2,0,2,1,2,2,2
12580,Pro Basketball Manager 2017,30926,0,0,0,0,0,0,0,0,0,0,0
12581,Warcraft III: Reign of Chaos,132,1,0,0,1,0,0,0,0,1,1,1
12582,Void,31994,1,0,0,0,0,0,0,0,0,0,0
12583,Bit.Trip Runner,6246,0,0,0,0,0,0,0,0,0,0,0
12584,A Way Out,36897,0,3,3,3,0,3,3,3,2,2,2
12585,Secret Neighbor,103295,2,0,1,2,2,0,1,2,2,2,2
12586,The 2048,48015,0,0,0,0,0,0,0,0,0,0,0
12587,Retimed,76921,0,1,0,0,0,0,0,0,0,0,0
12588,Reign of Bullets,35604,0,0,0,0,0,0,0,0,0,0,0
12589,Conan Exiles,16999,1,1,1,2,0,1,1,1,2,2,2
12590,Atlantis 2: Beyond Atlantis,11094,0,1,0,0,0,1,0,0,0,0,0
12591,"Till the dawn, waiting",81679,0,0,0,0,0,0,0,0,0,0,0
12592,Rampage Knights,12513,0,0,0,0,0,0,0,0,0,0,0
12593,Calcu-Late,33331,0,0,0,0,0,0,0,0,0,0,0
12594,Cube Escape: Harvey's Box,75126,1,1,0,1,1,1,0,1,1,1,1
12595,Fantasy Grounds,30234,0,0,0,0,0,0,0,0,0,0,0
12596,Love In Drawing,112461,0,0,0,0,0,0,0,0,0,0,0
12597,Master of Orion II: Battle at Antares,68,1,0,3,2,1,0,3,2,2,2,2
12598,Final Fantasy VI,158985,0,0,0,0,0,0,0,0,0,0,0
12599,Kuboom,31738,0,0,0,0,0,0,0,0,0,0,0
12600,Unrest,8831,0,0,1,1,0,0,1,0,1,1,1
12601,Night Lights,26698,0,0,0,0,0,0,0,1,0,0,0
12602,F1 23,240558,1,0,0,1,0,0,0,1,1,1,1
12603,XCOM 2: War of the Chosen,37060,0,0,0,0,0,0,0,0,0,0,0
12604,Shit Storm,81100,0,0,0,0,0,0,0,0,0,0,0
12605,Hidden Through Time,128909,0,1,0,1,0,1,0,1,1,1,1
12606,Last Knight: Rogue Rider Edition,16816,0,0,0,1,0,0,0,0,1,1,1
12607,Samurai of Hyuga Book 2,31424,0,0,0,0,0,0,0,0,0,0,0
12608,Atelier Lulua: The Scion of Arland,111330,1,2,2,2,1,2,2,2,2,2,2
12609,Plague Road,36644,0,0,0,0,0,0,0,0,0,0,0
12610,Letters From Nowhere,54165,0,0,0,0,0,0,0,0,0,0,0
12611,Defy Gravity Extended,16242,0,0,0,0,0,0,0,0,0,0,0
